;id;text;crisis_label
44;1366347643325136896;Estamos las @pahcatalanes en frente de la sede de @socialistes_cat para pedirles que no toquen la 24/1015 porque el  #PSOEAtacaLa24 https://t.co/hl1CGYcb9D;0
45;1367165183970451456;La delegación de la UGT-FICA del Barcelones @ugtficabcn en pleno debate del programa de la Acción de la UGT-FICA en el XXVIII congreso Federal de la UGT-FICA @UGT_FICA #Reconstruir #Reindustrializar https://t.co/YbTLjPMDQi;0
46;1367180255602106368;@Galolivares @ChalecosAmarill Fussss. Q crueldad q odio si piensan q por defender tú derecho eres COMUNISTA!! Estas muerto. El q recuerde juelga de estudiantes años 70, en el patio de la Universidad, mismo país. Los quemaron vivos, lo vi... Por COMUNISTA.;0
47;1366423726703718407;"@tjstrangerking @ItsNoniil @GSalvatierra70 @ReaderESP @3porciento_3 @ElMotarrdo @GUBBarcelona @policia Catedrático; los billetes de 500 no están en circulación dsd hace un año.. aprox.";0
48;1366111155945680897;"Lo més fomut hagués estat que algú hi hagués pujat dempeus.
Sedició, terrorisme... &gt;&gt; 9 anys de presó !!!";0
49;1366420240993832965;@alberturon Això a curt termini, a mig termini ho pagarem amb la destrucció del medi ambient del planeta;0
50;1366329982893572100;@mossos El.sindicalista @CastejonToni pot anat a una televisio privada espanyola a amenaçar a partits politics catalans i parlar en noms dels mossos de.Terrorisme?;0
51;1366094038747779076;@AntonioMolinaD @ALevySoler @AFIBROMafibrom Todas las enfermas de esta enfermedad, tenemos muy buen aspecto...tampoco se creen que tengo fibromialgia, aunque estemos muertas de dolor.;0
52;1366328703316279299;"TERRORIST JUNTA

#WhatsHappeningInMyanmar
#Mar1Coup";0
53;1367170689883594757;@rtve Casi 500 muertos y la gente pensando en Semana Santa...;0
54;1366332414419681281;@PepAurell @Emma_ammE3 Evidentement que hem de mirar cas per cas, no es pot generalitzar, però intentar cremar una furgoneta amb un policia doncs no té cap mena de discussió possible.;0
55;1367214654641106946;Hoy con el General @EjercitoTierra Joaquín Broch, comandante militar de #Barcelona. Hemos hablado de la exposición del cuerpo de ingenieros q estos días tienen en la Comandancia y del Batallón “Barcelona”en misión internacional de la @ONU_es en el Líbano. Suerte a esos valientes https://t.co/8ZA9q4fxtk;0
56;1366355364946579457;@Eladia88589635 Bon dia Eladia!! 💔💔El meu més sentit condol per la mort de la teva amiga!!😭;0
57;1366318913672384512;@xeniacata1 @gallifantes Una desgràcia? Ja es veu la pressa que tenia de sortir de la furgoneta, i tots els que s'ho miren amb tranquil·litat? Policia i fotògrafs, molt de perill no hi devien pas veure!;0
58;1367198615777738759;Reconstruirme el lóbulo para hacerme dos pendientes para aritos y estar más cerca de ser hugo de la isla;0
59;1367167723999006721;"Que Bertomeu es un pencas !.esta claro!..PERO ALGO RARO SI ES  QUE TODOS LOS PRESIDENTES DEL BASCA..siempre tienen problemas legales. y PRESIDENTES DE CLUBS IGUAL DE IMPORTANTES hagan lo que https://t.co/JdsNBdmvdN rositas..
ESTO SE TIENE QUE ACABAR !.
 que al barca se le respete";0
60;1366434635358552076;"@cosasclarastve Sorprende y mucho, dice.... Jajaaaaas. Mira todos los cargadores 
 y muñecas de la policia...";0
61;1366091772988973057;L'incombustible #PauRiba amb els @demortimers celebrant els 50 anys de Dioptria al nostre escenari. #TRRGSsona https://t.co/APgRfjpjcA;0
62;1365297862767226886;"Bueno yo no se Macarena , pero yo lucharía por darle el mismo destino que Hasel . Esto no es libertad de expresión desear la muerte de alguien es odio. 

Máximo Pradera desea en 'Público' un cáncer a Macarena Olona y Donald Trump - Libertad Digital https://t.co/cDj12Y2nOT";0
63;1366456004502839303;"@CulmaduMariaSER Plorar , plorar, no, pero dolgut si
La mort de George Harrison";0
64;1366453744137887751;@KevanKenney @MTV REQUEST @dimash_official @MTV #FridayLivestream https://t.co/IaHCIuv4a0;0
65;1366447102260375552;@juanarza Es evidente. La decadencia de #barcelona es galopante y costará volver a ser lo que fue. Imágenes de Rambla Catalunya de ayer. Más de 20 tiendas en alquiler del tramo calle Mallorca a Pl Catalunya. https://t.co/PEWZw1fF2Z;0
66;1366441555742121990;@ChemaDireccion @AbeInfanzon @GUBBarcelona @policia @UnionOficiales @Sup_Policia @josemariabenito @PSOE @ppitarchb @BactriaR @intelsegglobal @observ_militar Barcelona la ciudad sin ley ni prestigio la han hundido la Colau y el gobierno catalán con la ayuda de podemos y la cup todos estos tendrían que estar ilegalizados sino ya Barcelona dejará de existir;0
67;1366439009199734793;@conocer_por @JosPastr @JoeLuisVilanova 100.000 muertos;0
68;1367172837740544002;@LlibreSants Recomiendo a Elena Garro, Rosario Castellanos, Briceida Cuevas Cob, Ella Hickson, Ursula K. Le Guin y Amelie Northomb.;0
69;1366419567338270725;Aquest discurs d'assenyalar a partits demòcrates perquè no fan o diuen les coses que tu vols porta a situacions molt perilloses. La violència policial de l'1O o la que exerceix l'ultradreta ja l'ha condemnat Sra.Granados? Em temo que no...ni està ni se l'espera;0
70;1366316965674053632;"TERRORIST JUNTA

#WhatsHappeningInMyanmar
#Mar1Coup";0
71;1367195905871536130;També implica que, en la mesura de les nostres possibilitats, hem d’intentar reduir els danys naturals (fam, set, malalties, agressions d’altres animals) i fer recerca per aprendre a ajudar-los millor. https://t.co/UPR3RvyYPR;0
72;1366441910852796420;Los @mossos abrieron una investigación paralela a la del juzgado, que según ha precisado en un comunicado, no ha ordenado la detención del expresidente #Bartomeu #barçagate Léelo en: @cronicaglobal https://t.co/KwhKItVg7U;0
73;1367043084731768833;@javiercanada Bueno, a nivel de hardware han ido haciendo mejoras interesantes (el Kindle básico me parece perfecto como objeto un diseño super sencillo y limpio) pero a nivel software creo que tiene mucho espacio de mejora. La navegación por la tienda y la biblioteca es como una web de los 90;0
74;1366326209576132608;@maykanavarro @GUBBarcelona Esa foto corresponde al ataque?;0
75;1367183201526022145;"Egpanna ens a declarat la guerra x terra, mar i aire, ajudats x catalans BOTIFLERS TRAIDORS, com FOMENT DEL TREBALL, VANGUARDIA EGPAÑOLA, EL PERIODICO I MOLTS ALTRES que ens volen mantenir sota les botes del govern POLITICO, MILITAR, MONARQUIC, OPUSDEISTA
COLLA DE FILLS DE PUTA!!";0
76;1366050830147797001;@telecincoes Cuanto odio lleva en el cuerpo este J.J !!q maldad!! no ha superado q su padre le dijera: prefiero un hijo muerto q maricon,;0
77;1367043977736822784;"TW // Death and blood 

MANDALAY: TWO death from gunshots as terrorists brutally cracked down on pro-democracy protestors. One shot in the chest and the other on head. #WhatsHappeningInMyanmar 
#Mar3Coup https://t.co/OfPELkdgpp";1
78;1366003589529894913;Airbus Helicopters H135 P2 EC-IQZ del departament d'Interior de la Generalitat de Catalunya. És que el que utilitzen els @grae_bombers @bomberscat per missions de búsqueda i rescat. Una màquina espectacular #transitaeri #transitaeriCatalunya #transitoaereo;0
79;1366059293632585729;"@BoletsAP Españoles,la furgoneta ha muerto...
NOOOOOOOOO!!!! https://t.co/avcWmgnsMt";0
80;1366115274974498817;@100vinagretes La immortalitat és un ideal utòpic i, per tant, no demostrat. Ara bé, si trobo la fórmula, te la comparteixo quan pugui visitar la @NovaFarga;0
81;1366826793450287105;@Genoviana @PhilJordi @Antonio32312783 Efectivamente España no está en Europa. Algún día. Para pedir y que nos rescaten sí estamos.;0
82;1367186945072373763;@Kulzhamal_Zh @dimash_official @MTV REQUEST @dimash_official @MTV #FridayLivestream https://t.co/fLeGlBWRWu;0
83;1366356963450380295;#NewProfilePic #selfie #DeathStranding #ludensfan https://t.co/B13PWrQ38z;0
84;1367218045127647234;"@papijordanalba @GironaCH @Es_Virginias @canditu_1 @alex7rodry @joluvisport @AzemadSport @VermutMiroReus @5pipeCastro 🏑 #OKLliga Jornada 17 

|TEMPS MORT| ⏱34'

Benito demana temps mort després del gol del xilè

3️⃣@ReusDeportiu
2️⃣@GironaCH 

🍫 Endolcim el partit amb @Es_Virginias, el torró de Reus 🔴⚫ 

📺 https://t.co/4bVxBhCsxA

#ReusGirona #ForçaReus https://t.co/X78iqodBdg";0
85;1367046529165500423;"JUSTICE FOR MYANMAR

North Okkala, Yangon: Medical ambulance was raided, shot and poor innocent volunteers were BRUTALLY TORTURED by group of disgusting terrorists!! #WhatsHappeningInMyanmar 
#Mar3Coup";0
86;1367219290651447297;"2.- ...el comercio, la banca; todo ha sido destruido después d más 20 años d poder desmesurado, incompetente y corrupto. Las cifras, las imágenes, el inventario d la tragedia, son aterradores y los conocemos: las huellas d la pezuña están marcadas en todo el territorio nacional.";0
87;1366114999379312643;"@COPE ¿ Se puede rescatar a un muerto ? 

O se localiza a un muerto? 

Es que com estos de los titulares ya es que se pierde uno...";0
88;1366120753461092354;"https://t.co/zL4tLR6nir
El TJUE condena a España a pagar más de 15 millones de euros por no transponer una directiva sobre protección de personas | UGT

#UgtBaixEstemAmbTu 🟢🟣🔴
@avalotcat @ugtficat  @BaixFica  @Fespbaix @FeSMC_ugt_cat @ugtcatalunya @FeSP_UGT 
#UjpUGTBaixLlob";0
89;1366059132525170691;@oriolmitja @JoanSalatec Es molt vergonyós com ho estant portant tot! Jo que no soc cap experta, ho veig. Ni proutes proves, ni controls, ni res de res! Potser sels hi haurien de morir els seus familiars com a mi, per pendre mes consciència. Quins desastres de polítics en tot !;0
90;1366325430169591810;Hola prrritos quien quiere limpiarme las bambas?  🐶🐶;0
91;1366458807560372225;@krokefeller @voz_populi Solo faltaba que la llevara el en persona 😂. Entre la página, los niños,Netflix y podar ese pedazo de jardín apaisajado no tendría tiempo de sacarnos de esta crisis ni contrantando dos asesores más como criados. Obviamente va a poner a un comisario suyo a llevar la página;0
92;1366827590821044227;Yo espero a que acabes de limpiar, no me gusta estar solita 🤣🤣 en Barcelona, Spain https://t.co/cgw4BYyDNG;0
93;1367202919007805445;The most tragic thing in the world is talking to someone who doesn’t understand sarcasm.;0
94;1366437130281635842;@ByeonChansoo @General_Nine @AndrewatL5 @WholeMarsBlog @mindsoul @alex_avoigt @28delayslater @elonmusk Yeah. That was pretty shitty. Stop the lies @VWGroup. Rebuild your reputation.;0
95;1366451795464183813;Cada cop tinc més clar que en aquest país de merda no hi ha cap mena de futur per els nostres joves, tinc molt clar que part dels meus esforços no passaran per lluitar per engrunes, passaran per que el meu fill tingui les eines per arribat el moment poder fotre el camp d'aquí.;0
96;1366365506077396999;"Insistimos al @bcn_ajuntament para que se presente como acusación particular en defensa de sus trabajadores.
Si los servidores públicos arriesgan la vida por l@s barcelones@s merecen que su administración les proteja, verdad @AdaColau y @Albert_Batlle_B ?

@ugtajbcn
@UGTPolicias https://t.co/yfGsKdfOKV";0
97;1366116505897885701;"@_draomi_ Mentarte tus benditos muertos si algún día llegaste a conocerlos con un ""comomelosmaravilleariayo"" y un responso malahe que no te lo quitarie ni el padre Karras aquél del exorcista.... te quea claro...
Pos eso. 
A cascalla esaborio.";0
98;1366035322933555204;"1de2. Venezuela sufre una gran y profunda crisis múltiple; LOS CULPABLES SON MUCHOS, PERO DESTACA LA FUERZA ARMADA.
No se trata d ofender, sino d señalar la evidente realidad. Partiendo d la alta jerarquía, por bajos intereses personales y económicos han traicionado a su país. https://t.co/UyDgPItxXR";0
99;1366056771958280196;"🏑 #OKLliga Jornada 21
⏱   

Penal sobre @alex7rodry, abans però, temps mort!

2️⃣@LleidaReus
0️⃣@ReusDeportiu 

👕🏑 @joluvisport i @AzemadSport equipen el nostre club amb orgull 🔴⚫ 

📺 https://t.co/4bVxBhCsxA i @laxarxa

#LleidaReus #ForçaReus https://t.co/HqEy1VMSd6";0
